setup,15.380859375
q1,1636.7042064666748
q2,2851.802349090576
q3,409.1382026672363
q4,39348.02865982056
q7,1491.858720779419
q8,587.3942375183105
q9,4737.576246261597
q10,1389.840841293335
q11,25905.550479888916
q13,5516.4923667907715
q14,42172.30129241943
q15,3054.799795150757
q17,2055.365562438965
q18,1744.4751262664795
q22,15755.046367645264
q23,148322.64709472656
q24,9428.004503250122
q25,1817.009687423706
q26,823.3377933502197
q27,1434.2358112335205
q28,3290.5421257019043
q29,2050.2521991729736
q30,564.2454624176025
q31,3494.483232498169
q33,3039.438247680664
q34,941.7088031768799
q35,1455.8794498443604
q36,1388.312578201294
q38,7077.939748764038
q39,4815.221548080444
q41,65.57726860046387
q42,493.09396743774414
q43,734.7095012664795
q44,565.5655860900879
q45,437.150239944458
q46,1801.1789321899414
q47,12591.878414154053
q48,4153.9342403411865
q49,2178.9350509643555
q50,2090.1052951812744
q51,14718.001127243042
q52,537.8162860870361
q53,699.674129486084
q55,512.8529071807861
q56,3557.999610900879
q57,5913.912296295166
q59,13119.502067565918
q60,3318.9499378204346
q61,3305.3765296936035
q62,688.5228157043457
q63,624.5818138122559
q65,9703.314065933228
q66,1011.115550994873
q67,58771.07071876526
q68,1892.6923274993896
q69,853.8851737976074
q70,1335.0305557250977
q71,1629.958152770996
q73,1089.949131011963
q74,17897.125959396362
q75,6344.5470333099365
q76,1559.7102642059326
q78,19284.5778465271
q79,2303.136110305786
q81,549.0908622741699
q83,595.0057506561279
q84,194.74029541015625
q85,2026.273250579834
q86,361.17076873779297
q87,5157.3166847229
q88,3623.7518787384033
q89,962.2213840484619
q90,304.0163516998291
q91,148.6520767211914
q93,5457.15069770813
q96,493.4580326080322
q97,5410.122871398926
