ca_county,d_year,web_q1_q2_increase,store_q1_q2_increase,web_q2_q3_increase,store_q2_q3_increase
Chesterfield County,1998,1.11453262554205232104,1.05167288318623004274,1.85213535343559933531,1.70720016710827392577
Coos County,1998,1.13184588462386217038,1.03321231681906796051,1.88836043893359437134,1.88786832916716384297
Brevard County,1998,1.41191143088494783740,1.19244889761054827883,1.85979633582591028273,1.70245521694216108081
Bureau County,1998,1.05939339383035684459,0.97242371183451665973,2.13443522083604841102,2.00089970285305210527
Benzie County,1998,1.02328637232501203241,0.90644423935567750644,2.13510046011625592158,1.94076973534413812605
Troup County,1998,0.89323016375013709265,0.81109214174047293227,2.05827848655102568947,1.93606832636904243872
Ionia County,1998,0.97796103664263485220,0.88691996825267457255,2.22957622448675455918,2.15796752762632044051
Kendall County,1998,1.19685015829490298554,1.01412150643959306400,1.76600734575508155798,1.68536128101687034526
Chenango County,1998,1.06220168085766800969,1.05257586589787433119,2.40710035983453168257,1.72071144586995728308
Gasconade County,1998,1.06718539395630759684,0.86062410285151233541,2.19508721791338913102,2.04821958765876479160
Kershaw County,1998,1.06050237084121185232,0.97073986518920855303,2.05540833760947770760,2.00284688049997744174
Chesapeake city,1998,1.35277417694137304679,1.05546421159637838355,1.91476170282406017025,1.86799033424441137589
Oklahoma County,1998,1.06367329472941044015,0.78151315497466820808,2.23119797550621208438,2.07158315152538356835
Nelson County,1998,1.09038674624159933677,1.06213521308591271602,2.13355600902303331795,1.84305999919147236552
Covington city,1998,1.10000781707858047546,1.09036134450846784214,1.89564413624688602611,1.56593217883880470564
Fillmore County,1998,1.01381387476387627309,0.93534577216578508449,2.09604284819493203387,1.96180423047734178729
Randolph County,1998,1.04028387597820053640,0.98874487758221000855,1.97278654612606142910,1.85349216544434244817
Tift County,1998,1.08099630210945445465,0.97868326789600217867,2.32858475122707462813,1.68270381603103597851
Fall River County,1998,0.98203142719679605566,0.96781432660567945383,1.90639508969407673869,1.80553569224255958877
Ouachita Parish,1998,0.96203656776227366844,0.90579588829303220945,2.88079786803040656497,1.88815609913164972865
Bee County,1998,1.17118496446810811084,0.98825781300740007948,2.25168215358523627842,1.77470146691573668085
Gentry County,1998,1.12310853733180077586,1.04255882255385765636,2.10978708284329433354,1.95133660705593823618
Lorain County,1998,1.00863159863882151811,0.98178226709744136541,1.89927024372264600178,1.72447082166694190920
