s_store_name1,s_store_id1,d_week_seq1,(sun_sales1 / sun_sales2),(mon_sales1 / mon_sales2),(tue_sales1 / tue_sales2),(wed_sales1 / wed_sales2),(thu_sales1 / thu_sales2),(fri_sales1 / fri_sales2),(sat_sales1 / sat_sales2)
null,AAAAAAAAEGBAAAAA,5144,1.25354182108497465744,2.78415167076088590958,1.43887741752805024946,0.95352330098013952911,1.09383472809442848919,1.02183063833487199290,0.78206662124259821325
null,AAAAAAAAEGBAAAAA,5144,1.25354182108497465744,2.78415167076088590958,1.43887741752805024946,0.95352330098013952911,1.09383472809442848919,1.02183063833487199290,0.78206662124259821325
null,AAAAAAAAEGBAAAAA,5144,1.25354182108497465744,2.78415167076088590958,1.43887741752805024946,0.95352330098013952911,1.09383472809442848919,1.02183063833487199290,0.78206662124259821325
null,AAAAAAAAEGBAAAAA,5144,1.25354182108497465744,2.78415167076088590958,1.43887741752805024946,0.95352330098013952911,1.09383472809442848919,1.02183063833487199290,0.78206662124259821325
null,AAAAAAAAEGBAAAAA,5144,1.25354182108497465744,2.78415167076088590958,1.43887741752805024946,0.95352330098013952911,1.09383472809442848919,1.02183063833487199290,0.78206662124259821325
null,AAAAAAAAEGBAAAAA,5144,1.25354182108497465744,2.78415167076088590958,1.43887741752805024946,0.95352330098013952911,1.09383472809442848919,1.02183063833487199290,0.78206662124259821325
null,AAAAAAAAEGBAAAAA,5145,0.95975380919048202925,0.82960012709829271361,1.12336620679770523737,0.92212950451708003439,0.88931495844384454985,1.40395813990004081159,1.11289584418647349197
null,AAAAAAAAEGBAAAAA,5145,0.95975380919048202925,0.82960012709829271361,1.12336620679770523737,0.92212950451708003439,0.88931495844384454985,1.40395813990004081159,1.11289584418647349197
null,AAAAAAAAEGBAAAAA,5145,0.95975380919048202925,0.82960012709829271361,1.12336620679770523737,0.92212950451708003439,0.88931495844384454985,1.40395813990004081159,1.11289584418647349197
null,AAAAAAAAEGBAAAAA,5145,0.95975380919048202925,0.82960012709829271361,1.12336620679770523737,0.92212950451708003439,0.88931495844384454985,1.40395813990004081159,1.11289584418647349197
null,AAAAAAAAEGBAAAAA,5145,0.95975380919048202925,0.82960012709829271361,1.12336620679770523737,0.92212950451708003439,0.88931495844384454985,1.40395813990004081159,1.11289584418647349197
